,Metabolite name,Metabolite id,Mass,Charge,Phosphate,Topological Polar Surface Area,log P,Metabolite class,Pathway,Average carbon oxidation,Leakage (mM/gDW/h),Time,Glucose,Predicted growth rate,Shadow price,Turnover,Uptake (mM/gDW/h),log10(leakage),log10(-Shadow price),log10(Turnover)
12,Cis-aconitate,acon_C,171.08442,-3,0,112,-1,Organic acid,TCA,1,0.07701721,10,0.141847055,0.44783528,-0.032552281,13.61933764,0,-1.113412215,-1.487418572,1.134155987
13,Isocitrate,icit,189.0997,-3,0,132,-1.8,Organic acid,TCA,1,0,10,0.141847055,0.44783528,,,0.026382686,#NAME?,,
14,alpha-Ketoglutarate,akg,144.08226,-2,0,91.7,-0.9,Other,TCA,0.8,8.922469307,10,0.141847055,0.44783528,-0.030134263,12.95413517,0,0.950485063,-1.520939419,1.112408424
15,Fumarate,fum,114.05628,-2,0,80.3,-0.041,Organic acid,TCA,1,0.036040507,10,0.141847055,0.44783528,-0.022301838,14.11381423,0,-1.443209112,-1.65165934,1.149644397
16,Alanine,ala__L,89.09318,0,0,63.3,-3,Amino acid,Amino acid,-1,0,10,0.141847055,0.44783528,,,0.006395725,#NAME?,,
17,Valine,val__L,117.14634,0,0,63.3,-2.3,Amino acid,Amino acid,-1.4,0.659136415,10,0.141847055,0.44783528,-0.094415013,0.189506873,0,-0.181024695,-1.024958941,-0.722375035
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,1.186747664,10,0.141847055,0.44783528,-0.022814338,1.77551462,0,0.074358385,-1.641792127,0.249324253
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.00720662,10,0.141847055,0.44783528,-0.038273525,1.057650341,0,-2.142268351,-1.417101533,0.024342114
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.032217492,10,0.141847055,0.44783528,-0.046661355,0.988723565,0,-1.491908277,-1.331042654,-0.004925115
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.00030817,10,0.141847055,0.44783528,-0.244947988,0.069228169,0,-3.511210285,-0.610926123,-1.159717156
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.001927325,10,0.141847055,0.44783528,-0.24341267,0.025456301,0,-2.715045131,-0.613656819,-1.594204706
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,0.122630057,10,0.141847055,0.44783528,-0.116744006,0.061854561,0,-0.91140307,-0.93276541,-1.208628271
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,1.182228028,10,0.141847055,0.44783528,-0.118349488,0.082968203,0,0.072701251,-0.926833616,-1.081088316
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,1.182228028,10,0.141847055,0.44783528,-0.118349488,0.082968203,0,0.072701251,-0.926833616,-1.081088316
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0,10,0.141847055,0.44783528,,,0.490370221,#NAME?,,
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.002394868,10,0.141847055,0.44783528,-0.044542194,0.098996228,0,-2.620718472,-1.351228394,-1.004381354
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.014378447,10,0.141847055,0.44783528,-0.059375766,0.26990674,0,-1.842288009,-1.226390778,-0.56878627
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.010899038,10,0.141847055,0.44783528,-0.041245807,0.745004441,0,-1.962611853,-1.3846202,-0.127841139
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,10,0.141847055,0.44783528,,,0.150759439,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0.004349061,10,0.141847055,0.44783528,-0.171049833,0.042427019,0,-2.3616045,-0.766877346,-1.372357484
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,10,0.141847055,0.44783528,,,37.30556942,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,0,10,0.141847055,0.44783528,,,34.22587637,#NAME?,,
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,32.86753359,10,0.141847055,0.44783528,-0.023817127,0,0,1.516767115,-1.62311062,#NAME?
0,Glucose-6-phosphate,g6p,258.119901,-2,1,165,-4.5,Phosphorylated sugar,Glycolysis,0.833333333,0.373861954,10.5,0.106310614,0.445745437,-0.058345351,0.106310614,0,-0.427288728,-1.233993741,-0.973423375
1,Fructose-6-phosphate,f6p,258.119901,-2,1,165,-4.3,Phosphorylated sugar,Glycolysis,0.833333333,0,10.5,0.106310614,0.445745437,,,0.48943045,#NAME?,,
2,"Fructose-1,6-bisphosphate",fdp,336.083922,-4,2,215,-5.9,Phosphorylated sugar,Glycolysis,3.333333333,0.12205241,10.5,0.106310614,0.445745437,-0.064595211,0.207713123,0,-0.913453641,-1.189799678,-0.682536064
3,Dihydroxyacetonephosphate,dhap,168.041961,-2,1,104,-5.9,Other,Glycolysis,1.666666667,1.392850141,10.5,0.106310614,0.445745437,-0.034009795,0.207713123,0,0.143904392,-1.468395988,-0.682536064
4,Glyceraldehyde-3-phosphate,g3p,168.041961,-2,1,104,-2.75,Other,Glycolysis,1.666666667,0.48237327,10.5,0.106310614,0.445745437,-0.03401249,0.465741695,0,-0.316616766,-1.46836157,-0.331854881
5,2/3-phosphoglycerate,"2pg, 3pg",183.033421,-3,1,124,-2.6,Phosphorylated sugar,Glycolysis,2.333333333,0.547570959,10.5,0.106310614,0.445745437,-0.026983471,0.11856766,0,-0.261559593,-1.568902178,-0.926033749
6,Phosphoenolpyruvate,pep,165.018141,-3,1,104,-1.1,Phosphorylated sugar,Glycolysis,2.333333333,0.73951551,10.5,0.106310614,0.445745437,-0.027883763,0.369495331,0,-0.131052713,-1.554648625,-0.432391045
7,Pyruvate,pyr,87.05412,-1,0,57.2,-0.6,Organic acid,Glycolysis,0.666666667,22.53148101,10.5,0.106310614,0.445745437,-0.019052321,2.380941271,0,1.352789739,-1.720052108,0.376748683
8,Ribose-5-phosphate,r5p,228.093921,-2,1,137,-3.6,Phosphorylated sugar,PPP,1,0.439799013,10.5,0.106310614,0.445745437,-0.051003412,0.416132339,0,-0.35674575,-1.292400772,-0.380768532
9,Ribu-/Xylulose-5-phosphate,"ru5p__D, ru5p__L, xu5p__D, xu5p__L",228.093921,-2,1,145,-3.7,Phosphorylated sugar,PPP,1,0.177877369,10.5,0.106310614,0.445745437,-0.050828527,0.172955173,0,-0.749879304,-1.293892479,-0.762066444
10,Erythrose-4-phosphate,e4p,198.067941,-2,1,124,-3.3,Phosphorylated sugar,PPP,1.25,0.034533532,10.5,0.106310614,0.445745437,-0.042369561,0.257945901,0,-1.461759002,-1.372946031,-0.588471369
11,Citrate,cit,189.0997,-3,0,141,0.2,Organic acid,TCA,1,1.125736447,10.5,0.106310614,0.445745437,-0.031908246,13.64813485,0,0.051436727,-1.49609707,1.135073305
12,Cis-aconitate,acon_C,171.08442,-3,0,112,-1,Organic acid,TCA,1,0.076553061,10.5,0.106310614,0.445745437,-0.032552281,13.64813485,0,-1.116037438,-1.487418572,1.135073305
13,Isocitrate,icit,189.0997,-3,0,132,-1.8,Organic acid,TCA,1,0,10.5,0.106310614,0.445745437,,,0.026223689,#NAME?,,
14,alpha-Ketoglutarate,akg,144.08226,-2,0,91.7,-0.9,Other,TCA,0.8,8.86869746,10.5,0.106310614,0.445745437,-0.030134263,12.91407627,0,0.94785984,-1.520939419,1.111063347
15,Fumarate,fum,114.05628,-2,0,80.3,-0.041,Organic acid,TCA,1,0.035823306,10.5,0.106310614,0.445745437,-0.022301838,14.13943199,0,-1.445834335,-1.65165934,1.150431963
16,Alanine,ala__L,89.09318,0,0,63.3,-3,Amino acid,Amino acid,-1,0,10.5,0.106310614,0.445745437,,,0.006357181,#NAME?,,
17,Valine,val__L,117.14634,0,0,63.3,-2.3,Amino acid,Amino acid,-1.4,0.655164086,10.5,0.106310614,0.445745437,-0.094415013,0.188622531,0,-0.183649917,-1.024958941,-0.724406433
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,1.179595651,10.5,0.106310614,0.445745437,-0.022814338,1.767229106,0,0.071733163,-1.641792127,0.247292856
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.007163189,10.5,0.106310614,0.445745437,-0.038273525,1.052714771,0,-2.144893574,-1.417101533,0.022310717
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.032023331,10.5,0.106310614,0.445745437,-0.046661355,0.984109645,0,-1.4945335,-1.331042654,-0.006956512
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.000306312,10.5,0.106310614,0.445745437,-0.244947988,0.068905113,0,-3.513835508,-0.610926123,-1.161748553
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.001915709,10.5,0.106310614,0.445745437,-0.24341267,0.025337508,0,-2.717670354,-0.613656819,-1.596236103
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,0.121891019,10.5,0.106310614,0.445745437,-0.116744006,0.061565914,0,-0.914028293,-0.93276541,-1.210659668
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,1.175103253,10.5,0.106310614,0.445745437,-0.118349488,0.082581028,0,0.070076028,-0.926833616,-1.083119713
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,1.175103253,10.5,0.106310614,0.445745437,-0.118349488,0.082581028,0,0.070076028,-0.926833616,-1.083119713
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0,10.5,0.106310614,0.445745437,,,0.487414972,#NAME?,,
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.002380435,10.5,0.106310614,0.445745437,-0.044542194,0.098534258,0,-2.623343695,-1.351228394,-1.006412751
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.014291795,10.5,0.106310614,0.445745437,-0.059375766,0.268647209,0,-1.844913231,-1.226390778,-0.570817667
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.010833354,10.5,0.106310614,0.445745437,-0.041245807,0.741527846,0,-1.965237076,-1.3846202,-0.129872536
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,10.5,0.106310614,0.445745437,,,0.149850878,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0.004322851,10.5,0.106310614,0.445745437,-0.171049833,0.042229031,0,-2.364229723,-0.766877346,-1.374388881
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,10.5,0.106310614,0.445745437,,,37.08074496,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,0,10.5,0.106310614,0.445745437,,,34.01961188,#NAME?,,
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,32.66945524,10.5,0.106310614,0.445745437,-0.023817127,0,0,1.514141893,-1.62311062,#NAME?
0,Glucose-6-phosphate,g6p,258.119901,-2,1,165,-4.5,Phosphorylated sugar,Glycolysis,0.833333333,0,11,0.056118287,0.599017294,,,0.132101226,#NAME?,,
1,Fructose-6-phosphate,f6p,258.119901,-2,1,165,-4.3,Phosphorylated sugar,Glycolysis,0.833333333,0,11,0.056118287,0.599017294,,,1.290314511,#NAME?,,
2,"Fructose-1,6-bisphosphate",fdp,336.083922,-4,2,215,-5.9,Phosphorylated sugar,Glycolysis,3.333333333,0,11,0.056118287,0.599017294,,,1.484793014,#NAME?,,
3,Dihydroxyacetonephosphate,dhap,168.041961,-2,1,104,-5.9,Other,Glycolysis,1.666666667,0.970321616,11,0.056118287,0.599017294,-0.017190132,0.66718846,0,-0.013084294,-1.764720782,-0.175751474
4,Glyceraldehyde-3-phosphate,g3p,168.041961,-2,1,104,-2.75,Other,Glycolysis,1.666666667,0.486270244,11,0.056118287,0.599017294,-0.017193822,1.512212575,0,-0.313122305,-1.764627581,0.179612845
5,2/3-phosphoglycerate,"2pg, 3pg",183.033421,-3,1,124,-2.6,Phosphorylated sugar,Glycolysis,2.333333333,0.557803214,11,0.056118287,0.599017294,-0.011167234,1.282083908,0,-0.253518987,-1.952054382,0.107916449
6,Phosphoenolpyruvate,pep,165.018141,-3,1,104,-1.1,Phosphorylated sugar,Glycolysis,2.333333333,0.753719946,11,0.056118287,0.599017294,-0.012399561,1.282083908,0,-0.122789991,-1.906593706,0.107916449
7,Pyruvate,pyr,87.05412,-1,0,57.2,-0.6,Organic acid,Glycolysis,0.666666667,0,11,0.056118287,0.599017294,,,88.69499457,#NAME?,,
8,Ribose-5-phosphate,r5p,228.093921,-2,1,137,-3.6,Phosphorylated sugar,PPP,1,0,11,0.056118287,0.599017294,,,0.019682437,#NAME?,,
9,Ribu-/Xylulose-5-phosphate,"ru5p__D, ru5p__L, xu5p__D, xu5p__L",228.093921,-2,1,145,-3.7,Phosphorylated sugar,PPP,1,0.004296743,11,0.056118287,0.599017294,-0.022535446,0.302901631,0,-2.366860669,-1.647133834,-0.518698388
10,Erythrose-4-phosphate,e4p,198.067941,-2,1,124,-3.3,Phosphorylated sugar,PPP,1.25,0.03481252,11,0.056118287,0.599017294,-0.018527778,0.228430453,0,-1.458264541,-1.732176664,-0.641245999
11,Citrate,cit,189.0997,-3,0,141,0.2,Organic acid,TCA,1,1.32431818,11,0.056118287,0.599017294,-0.022869628,9.924508947,0,0.121992341,-1.640740902,0.996709028
12,Cis-aconitate,acon_C,171.08442,-3,0,112,-1,Organic acid,TCA,1,0,11,0.056118287,0.599017294,,,0.005678021,#NAME?,,
13,Isocitrate,icit,189.0997,-3,0,132,-1.8,Organic acid,TCA,1,0.164879687,11,0.056118287,0.599017294,-0.024632751,9.924508947,0,-0.782832845,-1.60848709,0.996709028
14,alpha-Ketoglutarate,akg,144.08226,-2,0,91.7,-0.9,Other,TCA,0.8,5.995686283,11,0.056118287,0.599017294,-0.021214432,11.7002712,0,0.777838901,-1.673368595,1.068195928
15,Fumarate,fum,114.05628,-2,0,80.3,-0.041,Organic acid,TCA,1,0,11,0.056118287,0.599017294,,,0.251744005,#NAME?,,
16,Alanine,ala__L,89.09318,0,0,63.3,-3,Amino acid,Amino acid,-1,0,11,0.056118287,0.599017294,,,0.006408539,#NAME?,,
17,Valine,val__L,117.14634,0,0,63.3,-2.3,Amino acid,Amino acid,-1.4,1.547596084,11,0.056118287,0.599017294,-0.090872626,0.253481356,0,0.189657622,-1.041566924,-0.596053978
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,0.621835083,11,0.056118287,0.599017294,-0.019152025,2.344273243,0,-0.20632478,-1.717785292,0.370008231
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.007221059,11,0.056118287,0.599017294,-0.038253064,1.414696149,0,-2.141399113,-1.417333771,0.150663171
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.032282039,11,0.056118287,0.599017294,-0.047680232,1.322500798,0,-1.491039039,-1.321661644,0.121395943
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.000308787,11,0.056118287,0.599017294,-0.29681463,0.092598489,0,-3.510341047,-0.527514696,-1.033396098
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.001931186,11,0.056118287,0.599017294,-0.219061616,0.03404994,0,-2.714175893,-0.659433713,-1.467883648
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,2.080298104,11,0.056118287,0.599017294,-0.070331378,0.08273567,0,0.318125573,-1.152850872,-1.082307214
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.925178485,11,0.056118287,0.599017294,-0.070474808,0.110976939,0,-0.033774475,-1.151966099,-0.954767258
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.925178485,11,0.056118287,0.599017294,-0.070474808,0.110976939,0,-0.033774475,-1.151966099,-0.954767258
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0.034943226,11,0.056118287,0.599017294,-0.025127608,5.188869931,0,-1.456637007,-1.59984886,0.715072784
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.002399666,11,0.056118287,0.599017294,-0.038616996,0.132415768,0,-2.619849234,-1.413221511,-0.878060296
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.014407255,11,0.056118287,0.599017294,-0.06311122,0.361022931,0,-1.84141877,-1.199893425,-0.442465212
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.010920874,11,0.056118287,0.599017294,-0.050797733,0.999623887,0,-1.961742614,-1.294155673,-0.000163374
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,11,0.056118287,0.599017294,,,0.151061486,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0,11,0.056118287,0.599017294,,,0.075171549,#NAME?,,
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,11,0.056118287,0.599017294,,,357.4225702,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,0,11,0.056118287,0.599017294,,,16.67965396,#NAME?,,
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,20.09551806,11,0.056118287,0.599017294,-0.030033387,0,0,1.303099207,-1.522395681,#NAME?
0,Glucose-6-phosphate,g6p,258.119901,-2,1,165,-4.5,Phosphorylated sugar,Glycolysis,0.833333333,0,11.5,0.011266211,0.599059398,,,0.134441363,#NAME?,,
1,Fructose-6-phosphate,f6p,258.119901,-2,1,165,-4.3,Phosphorylated sugar,Glycolysis,0.833333333,0,11.5,0.011266211,0.599059398,,,1.313172081,#NAME?,,
2,"Fructose-1,6-bisphosphate",fdp,336.083922,-4,2,215,-5.9,Phosphorylated sugar,Glycolysis,3.333333333,0,11.5,0.011266211,0.599059398,,,1.511095718,#NAME?,,
3,Dihydroxyacetonephosphate,dhap,168.041961,-2,1,104,-5.9,Other,Glycolysis,1.666666667,0.987510599,11.5,0.011266211,0.599059398,-0.017190132,0.647477063,0,-0.005458234,-1.764720782,-0.188775612
4,Glyceraldehyde-3-phosphate,g3p,168.041961,-2,1,104,-2.75,Other,Glycolysis,1.666666667,0.494884389,11.5,0.011266211,0.599059398,-0.017193822,1.472802281,0,-0.305496245,-1.764627581,0.168144448
5,2/3-phosphoglycerate,"2pg, 3pg",183.033421,-3,1,124,-2.6,Phosphorylated sugar,Glycolysis,2.333333333,0.567684546,11.5,0.011266211,0.599059398,-0.011167234,1.242657439,0,-0.245892928,-1.952054382,0.094351424
6,Phosphoenolpyruvate,pep,165.018141,-3,1,104,-1.1,Phosphorylated sugar,Glycolysis,2.333333333,0.76707189,11.5,0.011266211,0.599059398,-0.012399561,1.242657439,0,-0.115163932,-1.906593706,0.094351424
7,Pyruvate,pyr,87.05412,-1,0,57.2,-0.6,Organic acid,Glycolysis,0.666666667,0,11.5,0.011266211,0.599059398,,,90.26620223,#NAME?,,
8,Ribose-5-phosphate,r5p,228.093921,-2,1,137,-3.6,Phosphorylated sugar,PPP,1,0,11.5,0.011266211,0.599059398,,,0.020031106,#NAME?,,
9,Ribu-/Xylulose-5-phosphate,"ru5p__D, ru5p__L, xu5p__D, xu5p__L",228.093921,-2,1,145,-3.7,Phosphorylated sugar,PPP,1,0.004372858,11.5,0.011266211,0.599059398,-0.022535446,0.302922921,0,-2.35923461,-1.647133834,-0.518667864
10,Erythrose-4-phosphate,e4p,198.067941,-2,1,124,-3.3,Phosphorylated sugar,PPP,1.25,0.035429214,11.5,0.011266211,0.599059398,-0.018527778,0.228446509,0,-1.450638481,-1.732176664,-0.641215474
11,Citrate,cit,189.0997,-3,0,141,0.2,Organic acid,TCA,1,1.347778116,11.5,0.011266211,0.599059398,-0.022869628,9.926515579,0,0.1296184,-1.640740902,0.996796828
12,Cis-aconitate,acon_C,171.08442,-3,0,112,-1,Organic acid,TCA,1,0,11.5,0.011266211,0.599059398,,,0.005778606,#NAME?,,
13,Isocitrate,icit,189.0997,-3,0,132,-1.8,Organic acid,TCA,1,0.167800486,11.5,0.011266211,0.599059398,-0.024632751,9.926515579,0,-0.775206786,-1.60848709,0.996796828
14,alpha-Ketoglutarate,akg,144.08226,-2,0,91.7,-0.9,Other,TCA,0.8,6.101898231,11.5,0.011266211,0.599059398,-0.021214432,11.68430776,0,0.78546496,-1.673368595,1.067602988
15,Fumarate,fum,114.05628,-2,0,80.3,-0.041,Organic acid,TCA,1,0,11.5,0.011266211,0.599059398,,,0.256203582,#NAME?,,
16,Alanine,ala__L,89.09318,0,0,63.3,-3,Amino acid,Amino acid,-1,0,11.5,0.011266211,0.599059398,,,0.006522064,#NAME?,,
17,Valine,val__L,117.14634,0,0,63.3,-2.3,Amino acid,Amino acid,-1.4,1.575011327,11.5,0.011266211,0.599059398,-0.090872626,0.253499173,0,0.197283681,-1.041566924,-0.596023453
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,0.632850722,11.5,0.011266211,0.599059398,-0.019152025,2.341772624,0,-0.19869872,-1.717785292,0.369544725
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.007348978,11.5,0.011266211,0.599059398,-0.038253064,1.414795586,0,-2.133773054,-1.417333771,0.150693696
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.032853907,11.5,0.011266211,0.599059398,-0.047680232,1.322593755,0,-1.483412979,-1.321661644,0.121426468
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.000314257,11.5,0.011266211,0.599059398,-0.29681463,0.092604998,0,-3.502714988,-0.527514696,-1.033365573
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.001965396,11.5,0.011266211,0.599059398,-0.219061616,0.034052333,0,-2.706549834,-0.659433713,-1.467853123
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,2.117150018,11.5,0.011266211,0.599059398,-0.070331378,0.082741485,0,0.325751633,-1.152850872,-1.082276689
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.941567769,11.5,0.011266211,0.599059398,-0.070474808,0.110984739,0,-0.026148416,-1.151966099,-0.954736733
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.941567769,11.5,0.011266211,0.599059398,-0.070474808,0.110984739,0,-0.026148416,-1.151966099,-0.954736733
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0.035562235,11.5,0.011266211,0.599059398,-0.025127608,5.181125389,0,-1.449010948,-1.59984886,0.714424103
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.002442175,11.5,0.011266211,0.599059398,-0.038616996,0.132425075,0,-2.612223175,-1.413221511,-0.878029771
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.014662475,11.5,0.011266211,0.599059398,-0.06311122,0.361048307,0,-1.833792711,-1.199893425,-0.442434687
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.011114334,11.5,0.011266211,0.599059398,-0.050797733,0.999694149,0,-1.954116555,-1.294155673,-0.00013285
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,11.5,0.011266211,0.599059398,,,0.153737499,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0,11.5,0.011266211,0.599059398,,,0.076503192,#NAME?,,
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,11.5,0.011266211,0.599059398,,,363.7542136,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,0,11.5,0.011266211,0.599059398,,,16.97512949,#NAME?,,
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,20.45150469,11.5,0.011266211,0.599059398,-0.030033387,0,0,1.310725266,-1.522395681,#NAME?
0,Glucose-6-phosphate,g6p,258.119901,-2,1,165,-4.5,Phosphorylated sugar,Glycolysis,0.833333333,0,12,-0.003765227,0.639583336,,,0.768721254,#NAME?,,
1,Fructose-6-phosphate,f6p,258.119901,-2,1,165,-4.3,Phosphorylated sugar,Glycolysis,0.833333333,0,12,-0.003765227,0.639583336,,,0.893621553,#NAME?,,
2,"Fructose-1,6-bisphosphate",fdp,336.083922,-4,2,215,-5.9,Phosphorylated sugar,Glycolysis,3.333333333,0,12,-0.003765227,0.639583336,,,2.906773027,#NAME?,,
3,Dihydroxyacetonephosphate,dhap,168.041961,-2,1,104,-5.9,Other,Glycolysis,1.666666667,0,12,-0.003765227,0.639583336,,,1.325867136,#NAME?,,
4,Glyceraldehyde-3-phosphate,g3p,168.041961,-2,1,104,-2.75,Other,Glycolysis,1.666666667,0,12,-0.003765227,0.639583336,,,0.028083031,#NAME?,,
5,2/3-phosphoglycerate,"2pg, 3pg",183.033421,-3,1,124,-2.6,Phosphorylated sugar,Glycolysis,2.333333333,0,12,-0.003765227,0.639583336,,,0.140051358,#NAME?,,
6,Phosphoenolpyruvate,pep,165.018141,-3,1,104,-1.1,Phosphorylated sugar,Glycolysis,2.333333333,0.317642902,12,-0.003765227,0.639583336,-0.012464526,1.756198241,0,-0.498060845,-1.90432422,0.244573538
7,Pyruvate,pyr,87.05412,-1,0,57.2,-0.6,Organic acid,Glycolysis,0.666666667,0,12,-0.003765227,0.639583336,,,23.49211333,#NAME?,,
8,Ribose-5-phosphate,r5p,228.093921,-2,1,137,-3.6,Phosphorylated sugar,PPP,1,0.148888374,12,-0.003765227,0.639583336,-0.024620922,0.548485594,0,-0.827139212,-1.608695685,-0.260834774
9,Ribu-/Xylulose-5-phosphate,"ru5p__D, ru5p__L, xu5p__D, xu5p__L",228.093921,-2,1,145,-3.7,Phosphorylated sugar,PPP,1,0,12,-0.003765227,0.639583336,,,0.100306002,#NAME?,,
10,Erythrose-4-phosphate,e4p,198.067941,-2,1,124,-3.3,Phosphorylated sugar,PPP,1.25,0.012001718,12,-0.003765227,0.639583336,-0.021055615,0.243899989,0,-1.920756584,-1.676632076,-0.61278822
