KEGG,Metabolite name,PubChem,ChEBI,METLIN,SMILES,Exact match
C04646,6-Thioinosine-5'-monophosphate,3034391,2332,None,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2S,True
C04652,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",None,17787,None,None,True
C04666,D-Erythro-imidazole-glycerol-phosphate,440431,17805,None,O[C@H](COP(O)(O)=O)[C@@H](O)C1=CNC=N1,True
C04677,AICAR,65110,18406,6294.0,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C04688,3-hydroxy-tetradecanoyl-ACP,None,None,None,None,True
C04691,3-deoxy-D-arabino-heptulosonate-7-phosphate,160647,18150,None,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)CC(=O)C(O)=O,True
C04702,UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),None,70768,None,None,True
C04706,"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide",190225,38122,None,OC(=O)C=C1OC(=O)C(Cl)=C1,True
C04728,None,None,None,None,None,False
C04732,5-Amino-6-ribitylamino uracil,193516,15934,None,NC1=C(NC[C@H](O)[C@H](O)[C@H](O)CO)NC(=O)NC1=O,True
C04734,Phosphoribosyl formamidocarboxamide,166760,18381,6247.0,NC(=O)C1=C(NC=O)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C04737,Trihexosylceramide (d18:1/12:0),53477785,None,7134.0,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCC,True
C04738,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,None,61537,None,None,True
C04751,5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylic acid,165388,28413,None,NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(O)=O,True
C04752,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,22290169,None,None,OP(O)(=O)OP(O)(O)=O.CC1=NC=C(CO)C(N)=N1,True
C04756,PE(P-16:0/16:0),52925046,72743,None,[H][C@@](CO\C=C/CCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC,True
C04778,"N1-(5-Phospho-a-D-ribosyl)-5,6-dimethylbenzimidazole",444941,16837,None,CC1=CC2=C(C=C1C)N(C=N2)[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C04807,"2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine",None,15998,None,None,True
C04823,SAICAR,160666,18319,5762.0,NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC(O)=O)C(O)=O,True
C04824,Lipid X,3247032,16942,None,CCCCCCCCCCC(O)CC(=O)N1C(OC(=O)C(O)CCCCCCCCCCC)(O)C(CO)O1OP(=O)(O)O,True
C04851,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol,None,37738,None,None,True
C04874,"7,8-Dihydroneopterin",65074,17001,6588.0,NC1=NC(=O)C2=C(NCC(=N2)[C@H](O)[C@H](O)CO)N1,True
C04877,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",None,84805,None,None,True
C04882,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,None,18199,None,None,True
C04895,Dihydroneopterin triphosphate,121885,18372,5917.0,NC1=NC(=O)C2=C(NCC(=N2)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1,True
C04896,Phosphoribosylformimino-AICAR-P,440534,18302,None,NC(=O)C1=C(\N=C\N[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C04900,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide,5280752,37645,None,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC(O)=C(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)C=C2)C(O)=O)O[C@@H]([C@H]1O)C(O)=O,True
C04916,Phosphoribulosylformimino-AICAR-P,193735,27735,None,NC(=O)C1=C(\N=C\NCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C04919,"2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",None,29056,None,None,True
C04932,"2,3,2',3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate",None,18380,None,None,True
C05003,None,None,None,None,None,False
C05080,Novobiocin,54675769,28368,None,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C,True
C05116,None,None,None,None,None,False
C05123,2-Hydroxyethanesulfonate,7866,1157,6987.0,OCCS(O)(=O)=O,True
C05125,2-(a-Hydroxyethyl)thiamine diphosphate,440568,978,None,CC(O)C1=[N+](CC2=CN=C(C)N=C2N)C(C)=C(CCOP(O)(=O)OP(O)(O)=O)S1,True
C05143,Dhurrin,161355,27826,None,OC[C@H]1O[C@@H](O[C@H](C#N)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,True
C05172,Phosphoroselenoic acid,1092,29269,None,OP(O)(O)=[Se],True
C05196,None,None,None,None,None,False
C05197,None,None,None,None,None,False
C05198,5'-Deoxyadenosine,439182,17319,None,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,True
C05199,None,None,None,None,None,False
C05212,1-Radyl-2-acyl-sn-glycero-3-phosphocholine,None,None,None,None,True
C05223,Dodecanoyl-ACP,None,None,None,None,True
C05235,Hydroxyacetone,8299,27957,None,CC(=O)CO,True
C05258,(S)-3-Hydroxyhexadecanoyl-CoA,440600,27402,None,CCCCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05259,3-Oxohexadecanoyl-CoA,440601,15491,None,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05260,(S)-3-Hydroxytetradecanoyl-CoA,440602,27466,None,CCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05261,3-Oxotetradecanoyl-CoA,11966197,28726,None,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05262,(S)-3-Hydroxydodecanoyl-CoA,440603,27668,None,CCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05263,3-Oxododecanoyl-CoA,440604,27868,None,CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05264,(S)-Hydroxydecanoyl-CoA,16061159,28325,None,CCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05265,3-Oxodecanoyl-CoA,440606,28528,None,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05266,(S)-Hydroxyoctanoyl-CoA,53477508,28632,None,[H][C@](O)(CCCCC)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05267,3-Oxooctanoyl-CoA,440608,28264,None,CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05268,(S)-Hydroxyhexanoyl-CoA,11966160,28276,None,CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05269,3-Oxohexanoyl-CoA,440610,27648,None,CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05270,Hexanoyl-CoA,449118,27540,459.0,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05271,trans-2-Hexenoyl-CoA,5280765,28706,None,CCC\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05272,(2E)-Hexadecenoyl-CoA,5118010,61526,None,CCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05273,(2E)-Tetradecenoyl-CoA,5280767,27721,None,CCCCCCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05274,Decanoyl-CoA (n-C10:0CoA),440615,28493,None,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05275,(2E)-Decenoyl-CoA,5280768,10723,None,CCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C05276,(2E)-Octenoyl-CoA,5280769,27537,None,CCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05279,"trans,cis-Lauro-2,6-dienoyl-CoA",53480665,None,None,CCCCCC\C=C/C\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@@](O)([H])C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](C(O)[C@H]1OP(=O)(O)O)N1C=NC2=C1N=CN=C2N,True
C05280,"cis,cis-3,6-Dodecadienoyl-CoA",5280771,28002,None,CCCCC\C=C/C\C=C/CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05312,None,None,None,None,None,False
C05330,None,None,None,None,None,False
C05332,Phenylethylamine,1001,18397,None,NCCC1=CC=CC=C1,True
C05335,Selenomethionine,105024,30021,6993.0,C[Se]CC[C@H](N)C(O)=O,True
C05336,Selenomethionyl-tRNA(Met),None,9100,None,None,True
C05337,Chenodeoxycholoyl-CoA,53478855,89422,None,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05345,Beta-D-Fructose 6-phosphate,440641,16084,None,OC[C@@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,True
C05359,None,None,None,None,None,False
C05360,Diazene,123195,30096,None,N=N,True
C05364,None,None,None,None,None,False
C05378,"beta-D-Fructose 1,6-bisphosphate",7752,28013,None,None,True
C05379,Oxalosuccinic acid,972,44712,6996.0,OC(=O)C[C@H](C(O)=O)C(=O)C(O)=O,True
C05381,3-Carboxy-1-hydroxypropylthiamine diphosphate,440649,1463,None,CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC(C(O)CCC(O)=O)=[N+]1CC1=C(N)N=C(C)N=C1,True
C05382,D-Sedoheptulose 7-phosphate,92042786,133983,5980.0,OC[C@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,True
C05385,D-Glucuronic acid 1-phosphate,439432,16787,None,O[C@@H]1[C@@H](O)[C@@H](OP(O)(O)=O)O[C@@H]([C@H]1O)C(O)=O,True
C05394,3-Keto-b-D-galactose,440653,27453,6206.0,OC[C@H]1O[C@@H](O)[C@H](O)C(=O)[C@H]1O,True
C05399,Melibiitol,440655,27527,None,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,True
C05400,Epimelibiose,11724912,4808,None,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,True
C05401,Galactosylglycerol,656504,15754,None,OCC(O)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,True
C05402,Melibiose,6602503,4808,3478.0,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,True
C05403,3'-Ketolactose,440659,None,None,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)C(=O)[C@H]1O,True
C05404,D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose,440660,None,None,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3OC(O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,True
C05512,Deoxyinosine,65058,28997,3383.0,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,True
C05519,L-Allothreonine,99289,28718,7007.0,C[C@H](O)[C@H](N)C(O)=O,True
C05527,3-Sulfinylpyruvic acid,110,1665,6627.0,OC(=O)C(=O)CS(O)=O,True
C05528,3-Sulfopyruvic acid,440717,16894,None,OC(=O)C(=O)CS(O)(=O)=O,True
C05529,None,None,None,None,None,False
C05554,Aerobactin,123762,18157,7008.0,CC(=O)N(O)CCCC[C@H](NC(=O)CC(O)(CC(=O)N[C@@H](CCCCN(O)C(C)=O)C(O)=O)C(O)=O)C(O)=O,True
C05576,"3,4-Dihydroxyphenylglycol",91528,1387,5307.0,OCC(O)C1=CC(O)=C(O)C=C1,True
C05577,"3,4-Dihydroxymandelaldehyde",151725,27852,None,OC(C=O)C1=CC(O)=C(O)C=C1,True
C05607,D-Phenyllactic acid,444718,43065,5547.0,[H][C@](O)(CC1=CC=CC=C1)C(O)=O,True
C05623,Isoquercitrin,5280804,68352,None,OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,True
C05627,4-Hydroxystyrene,62453,1883,7012.0,OC1=CC=C(C=C)C=C1,True
C05629,Hydrocinnamic acid,107,28631,4153.0,OC(=O)CCC1=CC=CC=C1,True
C05640,Cinnabarinic acid,114918,None,None,NC1=C(C(O)=O)C2=NC3=C(C=CC=C3OC2=CC1=O)C(O)=O,True
C05649,Dihydropteridine,167,30156,6249.0,C1CN=C2N=CN=CC2=N1,True
C05650,Tetrahydropteridine,156,28889,6086.0,C1CNC2=C(N1)C=NC=N2,True
C05665,3-Aminopropionaldehyde,75,18090,6007.0,NCCC=O,True
C05668,3-Hydroxypropionyl-CoA,11966171,27762,6497.0,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCO,True
C05670,Beta-Aminopropionitrile,1647,27413,7017.0,NCCC#N,True
C05684,Selenite,1091,26642,None,O[Se](O)=O,True
C05686,Adenylylselenate,440758,2485,None,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)O[Se](O)(=O)=O)[C@@H](O)[C@H]1O,True
C05688,Selenocysteine,25076,16633,3292.0,N[C@@H](C[SeH])C(O)=O,True
C05689,Se-Methylselenocysteine,147004,27812,7019.0,C[Se]C[C@H](N)C(O)=O,True
C05691,Se-Adenosylselenomethionine,24892761,None,None,C[Se+](CCC(N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,True
C05695,Gamma-Glutamyl-Se-methylselenocysteine,440760,28776,None,C[Se]CC(NC(=O)CCC(N)C(O)=O)C(O)=O,True
C05696,3-Phosphoadenylylselenate,24892762,28450,None,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)O[Se](O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,True
C05697,Selenate,1089,18170,None,O[Se](O)(=O)=O,True
C05698,Selenohomocysteine,49787004,9096,None,N[C@@H](CC[SeH])C(O)=O,True
C05699,Selenocystathionine,441455,27760,None,N[C@@H](CC[Se]C[C@H](N)C(O)=O)C(O)=O,True
C05702,O-phosphonato-L-homoserine(2-),953,21969,None,NC(CCOP(O)(O)=O)C(O)=O,True
C05703,Methaneselenol,440764,64685,None,C[SeH],True
C05711,gamma-Glutamyl-beta-cyanoalanine,53297342,10565,None,N[C@@H](CCC(O)=N[C@@H](CC#N)C(O)=O)C(O)=O,True
C05712,Cyanohydrin,None,23437,None,None,True
C05713,None,None,None,None,None,False
C05726,S-Substituted L-cysteine,None,47910,None,None,True
C05729,R-S-Alanylglycine,None,8744,None,None,True
C05730,Glutathionylspermidine,None,16613,None,None,True
C05744,Acetoacetyl-[acp],None,2393,None,None,True
C05745,Butyryl-ACP,None,3247,None,None,True
C05746,3-oxo-hexanoyl-ACP,None,1642,None,None,True
C05747,3-Hydroxy hexanoyl-ACP,None,326,None,None,True
C05748,2-trans-hexanoyl-ACP,None,10727,None,None,True
C05749,Hexanoyl-ACP,None,5704,None,None,True
C05750,3-oxo-octanoyl-ACP,None,1646,None,None,True
C05751,2-trans-octenoyl-ACP,None,None,None,None,True
C05752,Octanoyl-[acp],None,7725,None,None,True
C05753,3-oxo-decanoyl-ACP,None,1634,None,None,True
C05754,2-trans-decanoyl-ACP,None,10724,None,None,True
C05755,Decanoyl-[acp],None,4349,None,None,True
C05756,3-oxo-dodecanoyl-ACP,None,1637,None,None,True
C05757,3-hydroxy-dodecanoyl-ACP,None,325,None,None,True
C05758,2-trans-dodecanoyl-ACP,None,10725,None,None,True
C05759,3-oxo-tetradecanoyl-ACP,None,1655,None,None,True
C05760,trans-Tetradec-2-enoyl-[acp],None,10735,None,None,True
C05761,Tetradecanoyl-[acp],None,50651,None,None,True
C05762,3-Oxo-hexadecanoyl-ACP,None,1639,None,CCCCCCCCCCCCCC(=O)CC(=O)S[*],True
C05763,2-trans-hexadecenoyl-ACP,None,10729,None,None,True
C05764,Hexadecanoyl-[acp],None,5697,None,None,True
C05766,Uroporphyrinogen I,440775,28766,6550.0,OC(=O)CCC1=C2CC3=C(CC(O)=O)C(CCC(O)=O)=C(CC4=C(CC(O)=O)C(CCC(O)=O)=C(CC5=C(CC(O)=O)C(CCC(O)=O)=C(CC(N2)=C1CC(O)=O)N5)N4)N3,True
C05768,Coproporphyrinogen I,440776,28607,6516.0,CC1=C2CC3=C(CCC(O)=O)C(C)=C(CC4=C(CCC(O)=O)C(C)=C(CC5=C(CCC(O)=O)C(C)=C(CC(N2)=C1CCC(O)=O)N5)N4)N3,True
C05770,Coproporphyrin III,None,27609,5553.0,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C)=C4CCC(O)=O)/C(CCC(O)=O)=C3C,True
C05771,1-Amino-propan-2-ol,4,19030,None,CC(O)CN,True
C05774,Cobinamide,11528127,28956,None,[H][C@@]12[C@H](CC(N)=O)[C@@](C)(CCC(=O)NC[C@@H](C)O)C3=C(C)C4=[N]5C(=CC6=[N]7C(=C(C)C8=[N]([C@]1(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co++]57N23)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]4CCC(N)=O,True
C05775,"N1-(alpha-D-ribosyl)-5,6-dimethyl-benzimidazole",440780,10329,None,CC1=CC2=C(C=C1C)N(C=N2)[C@H]1O[C@H](CO)C(O)C1O,True
C05778,Sirohydrochlorin,None,18023,None,None,True
C05787,Bilirubin diglucuronide,5280817,None,None,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(=O)O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)=C(CC2=C(CCC(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1,True
C05791,Urobilinogen,440784,4260,7021.0,CCC1=C(C)C(=O)NC1CC1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(CC3NC(=O)C(C=C)=C3C)N2)N1,True
C05796,Galactan,53477780,None,7023.0,CO[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](OC)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,True
C05807,2-Polyprenylphenol,None,1269,None,None,True
C05809,3-octaprenyl-4-hydroxybenzoate,76170714,50116,None,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(O)C=CC(=C1)C([O-])=O,True
C05810,2-octaprenylphenol,8105,40407,None,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC=CC=C1O,True
C05811,"3-(all-trans-octaprenyl)benzene-1,2-diol",5280833,1233,None,[H]\C(CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC1=C(O)C(O)=CC=C1)=C(\C)CCC=C(C)C,True
C05812,None,None,None,None,None,False
C05817,"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate",None,39564,None,[H][C@@]1(O)C=CC=C(C(=O)CCC(O)=O)[C@@]1([H])C(O)=O,True
C05819,Menaquinol,5280839,None,None,CC(C)=CCC\C(C)=C\CC1=C(O)C2=CC=CC=C2C(O)=C1C,True
C05820,None,None,None,None,None,False
C05821,"Chymosin preparation, escherichia coli k-12",34231,28855,None,OC1=CC=CC(C(=O)N[C@H]2COC(=O)[C@H](COC(=O)[C@H](COC2=O)NC(=O)C2=CC=CC(O)=C2O)NC(=O)C2=CC=CC(O)=C2O)=C1O,True
C05822,Cytidine 3'-monophosphate,66535,53013,None,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]1O,True
C05824,Cysteine-S-sulfate,115015,27891,None,N[C@@H](CSS(O)(=O)=O)C(O)=O,True
C05838,Coumarinic acid,5280841,28873,None,OC(=O)\C=C/C1=C(O)C=CC=C1,True
C05839,cis-Melilotoside,5316113,62251,None,OC[C@H]1O[C@@H](OC2=C(\C=C/C(O)=O)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,True
C05840,Iminoaspartic acid,796,50616,6025.0,OC(=O)CC(=N)C(O)=O,True
C05841,Nicotinic acid ribonucleoside,161234,27748,None,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N+]1=CC=CC(=C1)C(O)=O,True
C05844,5-L-Glutamyl-taurine,68759,27694,None,N[C@@H](CCC(=O)NCCS(O)(=O)=O)C(O)=O,True
C05847,all-trans-Polyprenyl diphosphate,None,None,None,None,True
C05848,4-Hydroxy-3-polyprenylbenzoate,5280844,61122,None,CC(C)=CCC\C(C)=C\CC1=CC(=CC=C1O)C(O)=O,True
C05850,Vitamin K1,5284607,18067,7027.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,True
C05892,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,None,16329,None,None,True
C05893,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,None,27692,None,None,True
C05897,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",None,None,None,None,True
C05898,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",None,28138,None,None,True
