KEGG,Metabolite name,PubChem,ChEBI,METLIN,SMILES,Exact match
C00887,Nitrous oxide,948,17045,None,[O-][N+]#N,True
C00894,Acrylyl-CoA,9543026,15513,446.0,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C=C,True
C00897,None,None,None,None,None,False
C00898,Tartaric acid,444305,15671,None,O[C@H]([C@@H](O)C(O)=O)C(O)=O,True
C00900,2-Acetolactate,22,16444,None,CC(=O)C(C)(O)C(O)=O,True
C00905,D-Fructuronate,None,4126,None,None,True
C00906,Dihydrothymine,676414,27468,5135.0,C[C@H]1CNC(=O)NC1=O,True
C00918,Chloramphenicol,5959,17698,None,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,True
C00921,"7,8-Dihydropteroic acid",170,4581,6228.0,NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)CN2)C(=O)N1,True
C00923,None,None,None,None,None,False
C00924,None,None,None,None,None,False
C00931,Porphobilinogen,1021,17381,76.0,NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1,True
C00934,None,None,None,None,None,False
C00935,UDP-L-arabinose,644105,61455,None,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2OC[C@H](O)[C@H](O)[C@H]2O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O,True
C00937,D-Lactaldehyde,439350,17167,None,C[C@@H](O)C=O,True
C00940,2-Keto-glutaramic acid,48,30882,6318.0,NC(=O)CCC(=O)C(O)=O,True
C00942,Cyclic GMP,24316,16356,6152.0,NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1,True
C00944,3-Dehydroquinic acid,439351,17947,None,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O,True
C00957,3-Mercaptopyruvic acid,98,16208,6195.0,OC(=O)C(=O)CS,True
C00962,beta-D-Galactose,439353,27667,6933.0,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,True
C00963,beta-D-Glucoside,4214,22798,None,None,True
C00966,2-dehydropantoate,None,17094,None,CC(C)(CO)C(=O)C(O)=O,True
C00969,3-Hydroxypropanal,75049,17871,6935.0,OCCC=O,True
C00979,O-Acetylserine,99478,17981,3270.0,CC(=O)OC[C@H](N)C(O)=O,True
C00984,alpha-D-Galactose,None,None,None,None,True
C00986,"1,3-Diaminopropane",428,15725,5081.0,NCCCN,True
C00988,Phosphoglycolic acid,529,17150,5780.0,OC(=O)COP(O)(O)=O,True
C00989,4-Hydroxybutyric acid,10413,30830,5678.0,OCCCC(O)=O,True
C00993,D-Alanyl-D-alanine,5460362,16576,6937.0,C[C@@H](N)C(=O)N[C@H](C)C(O)=O,True
C01005,Phosphoserine,68841,15811,5270.0,N[C@@H](COP(O)(O)=O)C(O)=O,True
C01007,Riboflavin reduced,22833571,169293,6322.0,OC[C@@H](O)[C@H](O)[C@H](O)CN1C2=CC=CC=C2N=C2C(=O)NC(=O)N=C12,True
C01013,Hydroxypropionic acid,68152,33404,5668.0,OCCC(O)=O,True
C01019,L-Fucose,17106,42548,5812.0,C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,True
C01024,Hydroxymethylbilane,788,16645,3699.0,OCC1=C(CC(O)=O)C(CCC(O)=O)=C(CC2=C(CC(O)=O)C(CCC(O)=O)=C(CC3=C(CC(O)=O)C(CCC(O)=O)=C(CC4=C(CC(O)=O)C(CCC(O)=O)=CN4)N3)N2)N1,True
C01029,N8-Acetylspermidine,123689,27911,6535.0,CC(=O)NCCCCNCCCN,True
C01031,S-Formylglutathione,189122,16225,3469.0,N[C@@H](CCC(=O)N[C@@H](CSC=O)C(=O)NCC(O)=O)C(O)=O,True
C01037,"7,8-diaminopelargonate",652,2247,None,CC(N)C(N)CCCCCC(O)=O,True
C01050,UDP-N-acetylmuraminate,1169,88385,None,CC(OC1C(O)C(CO)OC(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(=O)NC2=O)C1NC(C)=O)C(O)=O,True
C01051,Uroporphyrinogen III,1179,15437,79.0,OC(=O)CCC1=C2CC3=C(CCC(O)=O)C(CC(O)=O)=C(CC4=C(CC(O)=O)C(CCC(O)=O)=C(CC5=C(CC(O)=O)C(CCC(O)=O)=C(CC(N2)=C1CC(O)=O)N5)N4)N3,True
C01062,None,None,None,None,None,False
C01063,pimeloyl-CoA,3082140,15504,None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(O)=O,True
C01077,Acetylhomoserine,528,7671,None,CC(=O)OCCC(N)C(O)=O,True
C01079,Protoporphyrinogen IX,121893,15435,6003.0,CC1=C2CC3=C(C)C(C=C)=C(CC4=C(C)C(C=C)=C(CC5=C(C)C(CCC(O)=O)=C(CC(N2)=C1CCC(O)=O)N5)N4)N3,True
C01081,Thiamine monophosphate,1131,9533,3488.0,CC1=C(CCOP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N,True
C01083,Trehalose,7427,16551,5913.0,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,True
C01087,D-2-Hydroxyglutaric acid,439391,32796,5581.0,O[C@H](CCC(O)=O)C(O)=O,True
C01092,8-Amino-7-oxononanoic acid,448124,149468,None,C[C@H](N)C(=O)CCCCCC(O)=O,True
C01094,"3a,6b,7a,12a-Tetrahydroxy-5b-cholanoic acid",10400369,139419,378.0,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,True
C01096,Sorbitol-6-phosphate,618,743019,None,OCC(O)C(O)C(O)C(O)COP(O)(O)=O,True
C01097,D-Tagatose 6-phosphate,439396,4251,None,OCC1(O)O[C@H](COP(O)(O)=O)[C@H](O)[C@@H]1O,True
C01099,L-Fuculose 1-phosphate,None,16647,None,None,True
C01100,L-histidinol-phosphate,439398,16996,None,N[C@H](COP(O)(O)=O)CC1=CNC=N1,True
C01101,L-Ribulose 5-phosphate,None,17666,None,None,True
C01102,O-Phosphohomoserine,151187,15961,None,N[C@@H](CCOP(O)(O)=O)C(O)=O,True
C01103,Orotidylic acid,160617,15842,5228.0,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O,True
C01104,Trimethylamine N-oxide,1145,15724,5876.0,C[N+](C)(C)[O-],True
C01112,D-Arabinose 5-phosphate,188324,16241,None,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C=O,True
C01117,None,None,None,None,None,False
C01118,O-Succinyl-L-homoserine,954,None,None,NC(CCOC(=O)CCC(O)=O)C(O)=O,True
C01127,4-Hydroxy-2-oxoglutaric acid,599,30923,6471.0,OC(CC(=O)C(O)=O)C(O)=O,True
C01131,L-Rhamnulose 1-phosphate,None,17892,None,None,True
C01132,N-Acetylgalactosamine,84265,40356,5222.0,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,True
C01134,Pantetheine 4'-phosphate,115254,4222,None,CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)NCCS,True
C01137,S-Adenosylmethioninamine,439415,15625,3501.0,C[S+](CCCN)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,True
C01142,"(3S)-3,6-Diaminohexanoate",439417,15613,None,NCCC[C@H](N)CC(O)=O,True
C01144,(S)-3-Hydroxybutyryl-CoA,439419,None,None,[H][C@@](C)(O)CC(=O)SCCN=C(O)CCN=C(O)C([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O,True
C01146,Tartronate semialdehyde,1122,16992,None,OC(C=O)C(O)=O,True
C01151,"Ribose 1,5-bisphosphate",14035695,68819,None,O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)O[C@@H]1COP(O)(O)=O,True
C01157,4-Hydroxyproline,5810,18095,257.0,O[C@H]1CN[C@@H](C1)C(O)=O,True
C01161,"3,4-Dihydroxybenzeneacetic acid",547,41941,6170.0,OC(=O)CC1=CC(O)=C(O)C=C1,True
C01165,L-Glutamic gamma-semialdehyde,193305,17232,6488.0,N[C@@H](CCC=O)C(O)=O,True
C01168,Pseudouridine 5'-phosphate,439424,18116,None,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)C1=CNC(=O)NC1=O,True
C01170,UDP-N-acetyl-D-mannosamine,53481607,16287,None,CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@H](CO)OC1OP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)N1C=CC(=O)NC1=O,True
C01172,beta-D-Glucose 6-phosphate,439427,17719,None,O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,True
C01177,myo-Inositol 6-phosphate,None,64838,359.0,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,True
C01179,4-Hydroxyphenylpyruvic acid,979,15999,5675.0,OC(=O)C(=O)CC1=CC=C(O)C=C1,True
C01180,2-Oxo-4-methylthiobutanoic acid,473,33574,6319.0,CSCCC(=O)C(O)=O,True
C01181,4-Trimethylammoniobutanoic acid,725,16244,6043.0,C[N+](C)(C)CCCC([O-])=O,True
C01182,"D-Ribulose 1,5-bisphosphate",1192,None,None,OC(COP(O)(O)=O)C(O)C(=O)COP(O)(O)=O,True
C01185,Nicotinic acid mononucleotide,121992,37008,6026.0,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)[N+]1=CC=CC(=C1)C(O)=O,True
C01187,Keto-3-deoxy-D-manno-octulosonic acid,817,None,None,OCC(O)C(O)C(O)C(O)CC(=O)C(O)=O,True
C01190,GlcCer(d18:1/12:0),20057354,76297,7222.0,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCC,True
C01197,cis-Caffeic acid,1549111,17395,3316.0,OC(=O)\C=C/C1=CC(O)=C(O)C=C1,True
C01204,myo-Inositol hexakisphosphate,890,17401,6941.0,OP(O)(=O)O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O,True
C01209,Malonyl-ACP,None,17330,None,OC(=O)CC(=O)S[*],True
C01212,UDP-N-acetylmuramoyl-L-alanine,None,84726,None,None,True
C01213,L-methylmalonyl-CoA,4435,None,None,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35,True
C01216,2-Keto-3-deoxy-D-gluconic acid,194024,17028,6184.0,OC[C@@H](O)[C@H](O)CC(=O)C(O)=O,True
C01217,"5,6,7,8-Tetrahydromethanopterin",5462234,17321,None,C[C@@H](NC1=CC=C(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@H]2O)C=C1)[C@@H]1NC2=C(N[C@H]1C)NC(=N)N=C2O,True
C01222,GDP-4-Dehydro-6-deoxy-D-mannose,439446,16955,6180.0,C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@@H](O)C1=O,True
C01225,Glycerophosphoinositol,None,18321,None,OC[C@@H](O)COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,True
C01228,"Guanosine 3',5'-bis(diphosphate)",439450,17633,None,[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])OP(O)(=O)OP(O)(O)=O,True
C01233,Glycerylphosphorylethanolamine,123874,52330,5151.0,NCCOP(O)(=O)OCC(O)CO,True
C01235,beta-Cortol,439451,17505,None,[H][C@@]12CC[C@](O)([C@H](O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,True
C01236,6-Phosphonoglucono-D-lactone,439452,16938,6022.0,O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)OC(=O)[C@@H]1O,True
C01242,S-Aminomethyldihydrolipoylprotein,None,16882,None,None,True
C01250,N-Acetyl-L-glutamate 5-semialdehyde,192878,16319,None,CC(=O)N[C@@H](CCC=O)C(O)=O,True
C01260,Diadenosine tetraphosphate,21706,17422,None,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@@H](O)[C@H]3O)C2=NC=N1,True
C01261,Diguanosine tetraphosphate,165186,15883,4175.0,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C3N=C(N)NC4=O)[C@@H](O)[C@H]2O)C(=O)N1,True
C01267,Imidazole acetol-phosphate,792,16426,None,OP(O)(=O)OCC(=O)CC1=CNC=N1,True
C01268,5-Amino-6-(5'-phosphoribosylamino)uracil,None,18337,None,None,True
C01269,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,None,16257,None,None,True
C01271,(3R)-3-Hydroxyacyl-[acyl-carrier protein],4490,None,None,None,True
C01279,4-Amino-5-hydroxymethyl-2-methylpyrimidine,None,16892,None,CC1=NC=C(CO)C(N)=N1,True
C01286,2-Dehydro-3-deoxy-D-galactonate 6-phosphate,None,17860,None,None,True
C01289,None,None,None,None,None,False
C01290,LacCer(d18:1/12:0),131675307,89446,7123.0,[H][C@@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)(NC(=O)CCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,True
C01300,"6-hydroxymethyl-7,8-dihydropterin",None,17083,None,NC1=NC2=C(N=C(CO)CN2)C(=O)N1,True
C01302,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,None,29112,None,None,True
C01304,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",None,29114,None,NC1=NC(N[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)=C(N)C(=O)N1,True
C01322,RX,None,17792,None,None,True
C01326,Hydrogen cyanide,768,18407,None,C#N,True
C01327,Hydrochloric acid,313,17883,None,Cl,True
C01328,Hydroxide,961,16234,None,[OH-],True
C01330,Sodium,923,29101,3192.0,[Na+],True
C01335,None,None,None,None,None,False
C01337,XDP,439486,None,None,None,True
C01342,Ammonium,16741146,28938,None,[NH4+],True
C01344,dIDP,439488,28823,None,O[C@H]1C[C@@H](O[C@@H]1CO[P@@](O)(=O)OP(O)(O)=O)N1C=NC2=C1NC=NC2=O,True
C01345,2'-Deoxyinosine triphosphate,146302,28807,None,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=NC2=C1NC=NC2=O,True
C01346,dUDP,145729,28850,5931.0,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,True
C01352,FADH,446013,17877,6073.0,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=C(N2)C(=O)NC(=O)N1,True
C01353,None,None,None,None,None,False
C01367,3'-AMP,41211,28931,None,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,True
C01368,Uridine 3'-monophosphate,101543,28895,None,[H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])OP(O)(O)=O,True
C01380,Polyethylene glycol,174,30742,None,[H]OCCO[H],True
C01390,Prenol,11173,16019,None,CC(C)=CCO,True
C01401,L-Alanine,5950,16977,None,None,True
C01412,Butanal,261,15743,6947.0,CCCC=O,True
C01413,Cadmium,31193,48775,None,[Cd++],True
C01417,Cyanate,540,28024,4001.0,OC#N,True
C01419,Cysteinylglycine,439498,4047,5134.0,N[C@@H](CS)C(=O)NCC(O)=O,True
C01438,Methane,297,16183,3190.0,C,True
C01444,Oxamate,4622,18058,None,None,True
C01451,Salicin,439503,17814,6948.0,OC[C@H]1O[C@@H](OC2=C(CO)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,True
C01468,p-Cresol,2879,17847,4236.0,CC1=CC=C(O)C=C1,True
C01478,Arsenate,234,18231,None,O[As](O)(O)=O,True
C01487,Allose,12285879,37741,348.0,[H][C@@]1(CO)OC(O)[C@@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,True
C01496,None,None,None,None,None,False
C01499,Geranial,638011,16980,None,CC(C)=CCC\C(C)=C\C=O,True
C01500,Geraniol,643820,29452,None,CC(C)=CCC\C(C)=C/CO,True
C01508,Panipenem,4676,28480 62321,None,CC(O)C1C2CC(SC3CCN(C3)C(C)=N)=C(N2C1=O)C(O)=O,True
C01528,Hydrogen selenide,533,16503,None,[SeH2],True
C01530,Stearic acid,5281,28842,189.0,CCCCCCCCCCCCCCCCCC(O)=O,True
C01536,6-Hydroxysandoricin,1153,18186,None,COC(=O)C(O)C1C(C)(C)C(CC2OC34C(O)C(=O)OC(C5=COC=C5)C3(C)C(CC(C4=C)C12C)OC(C)=O)OC(C)=O,True
C01551,None,None,None,None,None,False
C01563,Carbamic acid,277,28616,6950.0,NC(O)=O,True
C01585,Caproic acid,8892,30776,5520.0,CCCCCC(O)=O,True
C01594,Lansoprazole,3883,6375,919.0,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,True
C01595,Linoleic acid,5280450,17351,191.0,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,True
C01602,"2,5-Diaminopentanoic acid",389,18257,None,NCCCC(N)C(=O)O,True
C01613,Stachyose,439531,17164,6951.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,True
C01628,None,None,None,None,None,False
C01635,tRNA(Ala),None,29170,None,None,True
C01636,tRNA(Arg),None,29171,None,None,True
C01637,tRNA(Asn),None,29172,None,None,True
C01638,tRNA(Asp),None,29186,None,None,True
C01639,tRNA(Cys),None,29167,None,None,True
C01640,tRNA(Gln),None,29168,None,None,True
C01641,tRNA(Glu),None,29175,None,None,True
C01642,tRNA(Gly),None,29176,None,None,True
C01643,tRNA(His),None,29178,None,None,True
C01644,tRNA(Ile),None,29174,None,None,True
C01645,tRNA(Leu),None,29169,None,None,True
C01646,tRNA(Lys),None,29185,None,None,True
C01647,tRNA(Met),None,29173,None,None,True
C01648,tRNA(Phe),None,29184,None,None,True
C01649,tRNA(Pro),None,29177,None,None,True
C01650,tRNA(Ser),None,29179,None,None,True
C01651,tRNA(Thr),None,29180,None,None,True
C01652,tRNA(Trp),None,29181,None,None,True
C01653,tRNA(Val),None,29183,None,None,True
C01661,Doxorubicin,31703,28748,None,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,True
C01672,Cadaverine,273,18127,3236.0,NCCCCCN,True
C01674,Chitobiose,22833609,None,6953.0,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(O)=O)[C@@H]1O,True
C01697,Galactitol,11850,16813,5148.0,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,True
C01721,L-Fuculose,6857362,17617,None,[H][C@@](C)(O)[C@@]([H])(O)[C@@]([H])(O)C(=O)CO,True
C01733,Racemethionine,876,16811,None,CSCCC(N)C(O)=O,True
C01755,Thiocyanate,9322,18022,None,[S-]C#N,True
C01762,Xanthosine,64959,18107,3408.0,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O,True
C01801,Deoxyribose,22833604,28816,3258.0,OC[C@@H]1O[C@H](O)C[C@H]1O,True
C01832,Lauroyl-CoA,165436,15521,6959.0,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C01834,(15S)-Prostaglandin A2,4953,6495,None,CCCCCC(O)C=CC1C=CC(=O)C1CC=CCCCC(O)=O,True
C01835,Maltotriose,439586,140999,3585.0,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,True
C01847,FMNH2,445395,16048,6034.0,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=C(N2)C(=O)NC(=O)N1,True
C01879,Pyroglutamic acid,7405,18183,3251.0,OC(=O)[C@@H]1CCC(=O)N1,True
C01882,None,None,None,None,None,False
C01888,Aminoacetone,215,17906,6502.0,CC(=O)CN,True
C01898,Cellodextrin,5010,3523,None,None,True
C01909,Dethiobiotin,445027,42280,3351.0,C[C@@H]1NC(=O)N[C@@H]1CCCCCC(O)=O,True
C01929,Histidinal,152657,27676,None,N[C@@H](CC1=CNC=N1)C=O,True
C01931,L-Lysyl-tRNA,None,16047,None,None,True
C01934,Fuconic acid,345732,None,None,CC(O)C(O)C(O)C(O)C(=O)O,True
C01935,Maltodextrin,439341,18167,None,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,True
C01936,Maltohexaose,5288409,61953,None,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,True
C01944,Octanoyl-CoA,380,15533,5982.0,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C01962,Thiocysteine,439614,28839,None,N[C@H](CSS)C(O)=O,True
C01970,beta-Lactose,6134,36218,None,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,True
C01977,None,None,None,None,None,False
C01978,None,None,None,None,None,False
C01991,None,None,None,None,None,False
C01997,None,None,None,None,None,False
C02013,Cellotetraose,None,62974,None,None,True
C02047,L-Leucyl-tRNA,None,16624,None,None,True
C02051,Lipoylprotein,None,15804,None,None,True
C02052,Maltotetraose,439639,143180,4199.0,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)C(O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,True
C02057,None,None,None,None,None,False
C02059,Phylloquinone,None,None,None,[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCCCCC,True
C02067,Pseudouridine,15047,17802,5734.0,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=CNC(=O)NC1=O,True
C02091,Ureidoglycine,None,16282,None,None,True
C02097,dTDP-D-galactose,439651,14086,None,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O2)C(=O)NC1=O,True
C02107,D-Tartaric acid,439655,15672,None,O[C@@H]([C@H](O)C(O)=O)C(O)=O,True
C02128,None,None,None,None,None,False
C02130,None,None,None,None,None,False
C02133,Acyl phosphate,None,None,None,None,True
C02147,Dihydrolipoate,421,18047,None,OC(=O)CCCCC(S)CCS,True
C02163,L-Arginyl-tRNA(Arg),None,18366,None,None,True
C02166,Leukotriene C4,5280493,16978,3681.0,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,True
C02188,Protein lysine,None,None,None,None,True
C02191,Protoporphyrin IX,None,15430,4158.0,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(C=C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C=C)=C4C)/C(C)=C3CCC(O)=O,True
C02205,None,None,None,None,None,False
C02211,None,None,None,None,None,False
C02218,2-Aminoacrylic acid,123991,17123,None,NC(=C)C(O)=O,True
C02222,2-Maleylacetate,5280500,1184,None,OC(=O)CC(=O)\C=C/C(O)=O,True
C02225,2-Methylcitric acid,515,30835,5368.0,CC(C(O)=O)C(O)(CC(O)=O)C(O)=O,True
C02226,Citraconic acid,643798,17626,5607.0,C\C(=C\C(O)=O)C(O)=O,True
C02232,3-Oxoadipyl-CoA,9543153,15490,None,[H][C@](O)(C(O)=NCCC(O)=NCCSC(=O)CC(=O)CCC(O)=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O,True
C02247,anthraniloyl-CoA,9543032,15472,None,CC(C)(COP(=O)(O)OP(=O)(O)OC1O(n2cnc3c(N)ncnc32)(O)1OP(=O)(O)O)(O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1N,True
C02262,D-Galactosamine,None,60312,None,None,True
C02265,D-Phenylalanine,None,28044,None,NC(CC1=CC=CC=C1)C(O)=O,True
C02269,None,None,None,None,None,False
C02282,Glutaminyl-tRNA,None,29166,None,None,True
