met_id,name,kegg_id,pubchem_id,moldb_smiles
ECMDB04137,Phosphoribosyl-AMP,C02741,439795,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN([C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C2=N
ECMDB04138,Phosphoribosyl-ATP,C02739,16019963,NC1=[N+](C=NC2=C1N=CN2C1OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C1O)C1OC(COP(O)(O)=O)C(O)C1O
ECMDB04139,Potassium,C00238,813,[K+]
ECMDB04142,Pyrophosphate,C00013,1023,CC1=C(C=CC(=C1)C1=CC(C)=C(C=C1)N=NC1=C(O)C2=C(C=C1)C(=CC(=C2N)S(O)(=O)=O)S(O)(=O)=O)N=NC1=C(O)C2=C(C=C1)C(=CC(=C2N)S(O)(=O)=O)S(O)(=O)=O
ECMDB04144,L-Rhamnulose,C00861,439330,C[C@H](O)[C@@H](O)[C@H](O)C(=O)CO
ECMDB04145,5-Amino-6-ribitylamino uracil,C04732,221,NC1=C(NCC(O)C(O)C(O)CO)NC(=O)NC1=O
ECMDB04147,Ribose-1-phosphate,C00620,123732,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O
ECMDB04148,D-Ribulose 5-phosphate,C00199,439167,OCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O
ECMDB04149,L-Ribulose,C00508,619,OCC1(O)OC[C@@H](O)[C@@H]1O
ECMDB04151,Salicin,C01451,439503,OC[C@H]1O[C@@H](OC2=C(CO)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O
ECMDB04158,3-Isopropylmalate,C04411,5462261,CC(C)[C@@H]([C@@H](O)C(O)=O)C(O)=O
ECMDB04161,Trimethylamine N-Oxide,C01104,1145,C[N+](C)(C)[O-]
ECMDB04164,UDP-3-O-(3-Hydroxymyristoyl)-N-acetylglucosamine,C04738,25244942,[H][C@@](O)(CCCCCCCCCCC)CC(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC(O)=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])N=C(C)O
ECMDB04165,"UDP-D-Galacto-1,4-furanose",C03733,25244316,[H][C@@](O)(CO)[C@]1([H])O[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC(O)=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O
ECMDB04166,Uridine diphosphate glucuronic acid,C00167,17473,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O
ECMDB04167,UDP-N-Acetyl-3-(1-carboxyvinyl)-D-glucosamine,C04631,172502,[H][C@]1(COP(O)(=O)OP(O)(=O)O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(OC(=C)C(O)=O)[C@@]2([H])N=C(C)O)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O
ECMDB04168,UDP-N-Acetylmuramoyl-L-alanine,C01212,23724467,[H][C@](C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)OC([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC(O)=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])N=C(C)O)C(O)=N[C@@]([H])(C)C(O)=O
ECMDB04169,UDP-N-Acetylmuramoyl-L-alanyl-D-glutamate,C00692,23724464,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)N=C(O)C1=CC(Cl)=C(Cl)C=C1
ECMDB04170,"UDP-N-Acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate",C04877,25243985,[H][C@@](N)(CCC[C@]([H])(N=C([O-])CC[C@@]([H])(N=C([O-])[C@]([H])(C)N=C(O)[C@@]([H])(C)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC([O-])=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])N=C(C)[O-])C(O)=O)C(O)=O)C(O)=O
ECMDB04171,UDP-Glucose,C00029,439156,OC[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O
ECMDB04172,Urea,C00086,1176,NC(N)=O
ECMDB04178,Xylulose 5-phosphate,C00231,850,OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O
ECMDB04195,5-L-Glutamyl-taurine,C05844,68759,N[C@@H](CCC(=O)NCCS(O)(=O)=O)C(O)=O
ECMDB04220,Biotinyl-5'-AMP,C05921,440839,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OC(=O)CCCC[C@@H]2SCC3NC(=O)NC23)[C@@H](O)[C@H]1O
ECMDB04662,S-(Hydroxymethyl)glutathione,C14180,447123,N[C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(O)=O)C(O)=O
ECMDB06236,Phenylacetaldehyde,C00601,998,O=CCC1=CC=CC=C1
ECMDB06273,5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,C04751,165388,NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(O)=O
ECMDB06316,Cob(II)alamin,C00541,5462226,[Co+4].[H][C@@](C)(CN=C(O)CCC1(C)C2=NC([H])([C@]1([H])CC(O)=N)[C@]1(C)NC(=C(C)C3=NC(=CC4=NC(=C2C)[C@@]([H])(CCC([O-])=N)C4(C)C)[C@@]([H])(CCC([O-])=N)[C@]3(C)CC(O)=N)[C@@]([H])(CCC(O)=N)[C@]1(C)CC(O)=N)OP(O)(=O)O[C@]1([H])[C@@]([H])(CO)O[C@]([H])([N+]2=CNC3=C2C=C(C)C(C)=C3)[C@]1([H])O
ECMDB06334,3-Dehydro-L-gulonate,C00618,439273,OC[C@H](O)[C@@H](O)C(=O)[C@H](O)C(O)=O
ECMDB06343,Selenocystathionine,C05699,98223,NC(CC[Se]CC(N)C(O)=O)C(O)=O
ECMDB06354,Deoxythymidine diphosphate-L-rhamnose,C03319,439975,C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@H](O)[C@H]1O
ECMDB06357,Cis-2-Methylaconitate,C04225,3080625,C\C(C(O)=O)=C(/CC(O)=O)C(O)=O
ECMDB06402,3-Oxohexadecanoyl-CoA,C05259,440601,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB06404,Decanoyl-CoA (N-C10:0CoA),C05274,164800,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
ECMDB06454,L-2-Amino-3-oxobutanoic acid,C03508,5460100,CC(=O)[C@H](N)C(O)=O
ECMDB06456,N-Acetyl-L-glutamyl 5-phosphate,C04133,440236,CC(=O)N[C@@H](CCC(=O)OP(O)(O)=O)C(O)=O
ECMDB06458,D-Lactaldehyde,C00937,439350,C[C@@H](O)C=O
ECMDB06471,Methylisocitric acid,C04593,513,CC(O)(C(CC(O)=O)C(O)=O)C(O)=O
ECMDB06488,N-Acetyl-L-glutamate 5-semialdehyde,C01250,192878,CC(=O)N[C@@H](CCC=O)C(O)=O
ECMDB06503,Phenylacetyl-CoA,C00582,439267,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC1=CC=CC=C1
ECMDB06511,"2,3-Diketo-L-gulonate",C04575,440390,OC[C@H](O)C(O)C(=O)C(=O)C(O)=O
ECMDB06555,DIMP,C06196,91531,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=NC2=C1NC=NC2=O
ECMDB06557,ADP-Glucose,C00498,16500,NC1=C2N=CN([C@@H]3O[C@H](CO[P@](O)(=O)O[P@](O)(=O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1
ECMDB06801,2-Oxo-3-hydroxy-4-phosphobutanoic acid,C06054,,O[C@H](COP(O)(O)=O)C(=O)C(O)=O
ECMDB06802,O-Phospho-4-hydroxy-L-threonine,C06055,,N[C@@H]([C@H](O)COP(O)(O)=O)C(O)=O
ECMDB06823,"2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine",C06148,440923,NC1=NC(=O)C(N)=C(NCC(=O)C(O)C(O)COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1
ECMDB06834,D-Pantothenoyl-L-cysteine,C04079,,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(O)=O
ECMDB06855,(S)-2-Acetolactate,C06010,,CC(=O)[C@](C)(O)C(O)=O
ECMDB06870,3-Hydroxyisovaleryl-CoA,C05998,8272,CC(C)(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
ECMDB06872,"D-Tagatose 1,6-bisphosphate",C03785,6535,O[C@@H]1[C@H](O)C(O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
ECMDB06873,D-Tagatose 6-phosphate,C01097,4332,OCC1(O)O[C@H](COP(O)(O)=O)[C@H](O)[C@@H]1O
ECMDB06876,dTDP-D-Galactose,C02097,439651,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O2)C(=O)NC1=O
ECMDB06902,Cobinamide,C05774,5486709,C[C@@H](O)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co++])\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N
ECMDB06903,Adenosyl cobinamide,C06508,23657884,C[C@@H](O)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co++]CC3OC(C(O)C3O)N3C=NC4=C3N=CN=C4N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N
ECMDB06938,Tartronate semialdehyde,C01146,,OC(C=O)C(O)=O
ECMDB06968,CDP-DG(16:0/16:0),,,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCCCCCCCCCC
ECMDB06969,CDP-DG(16:0/18:0),,,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCCCCCCCCCCCC
ECMDB06970,CDP-DG(16:0/18:1(11Z)),,,[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)C([H])(O)[C@]1([H])O
ECMDB06971,CDP-DG(16:0/18:1(9Z)),,,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC
ECMDB06977,CDP-DG(18:0/16:0),,,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCCCCCCCCCC
ECMDB06978,CDP-DG(18:0/18:0),,,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCCCCCCCCCCCC
ECMDB06979,CDP-DG(18:0/18:1(11Z)),,,[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)C1([H])O
ECMDB06980,CDP-DG(18:0/18:1(9Z)),,,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC
ECMDB06986,CDP-DG(18:1(11Z)/16:0),,,[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)C1([H])O)OC(=O)CCCCCCCCCCCCCCC
ECMDB06987,CDP-DG(18:1(11Z)/18:0),,,[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)C1([H])O)OC(=O)CCCCCCCCCCCCCCCCC
ECMDB06988,CDP-DG(18:1(11Z)/18:1(11Z)),,,[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)C1([H])O)OC(=O)CCCCCCCCC\C([H])=C(\[H])CCCCCC
ECMDB06989,CDP-DG(18:1(11Z)/18:1(9Z)),,,[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)C1([H])O)OC(=O)CCCCCCC\C([H])=C(\[H])CCCCCCCC
ECMDB06994,"CDP-DG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
ECMDB06995,CDP-DG(18:1(9Z)/16:0),,,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCCCCCCCCCC
ECMDB06996,CDP-DG(18:1(9Z)/18:0),,,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCCCCCCCCCCCC
ECMDB06997,CDP-DG(18:1(9Z)/18:1(11Z)),,,[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C([H])=C(\[H])CCCCCCCC)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)C1([H])O
ECMDB07858,PA(16:0/18:1(11Z)),C00416,,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB07859,PA(16:0/18:1(9Z)),C00416,,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCC\C=C/CCCCCCCC
ECMDB07860,"PA(16:0/18:2(9Z,12Z))",C00416,,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
ECMDB07861,"PA(18:0/18:2(9Z,12Z))",C00416,,CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
ECMDB07862,PA(18:1(11Z)/18:1(11Z)),C00416,,CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB07863,PA(18:1(11Z)/18:1(9Z)),C00416,,CCCCCCCC\C=C/CCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)O
ECMDB07864,PA(18:1(9Z)/18:1(11Z)),C00416,,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB07865,PA(18:1(9Z)/18:1(9Z)),C00416,5873088,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCC\C=C/CCCCCCCC
ECMDB08821,PE(14:0/14:0),C00350,,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCC
ECMDB08824,PE(14:0/16:0),C00350,9547000,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC
ECMDB08825,PE(14:0/16:1(9Z)),C00350,,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC
ECMDB08827,PE(14:0/18:1(11Z)),C00350,,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB08920,PE(16:0/14:0),C00350,,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCC
ECMDB08923,PE(16:0/16:0),C00350,65109,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC
ECMDB08924,PE(16:0/16:1(9Z)),C00350,,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC
ECMDB08926,PE(16:0/18:1(11Z)),C00350,,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB08953,PE(16:1(9Z)/14:0),C00350,,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCC
ECMDB08956,PE(16:1(9Z)/16:0),C00350,,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC
ECMDB08957,PE(16:1(9Z)/16:1(9Z)),C00350,9546730,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC
ECMDB08959,PE(16:1(9Z)/18:1(11Z)),C00350,,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB09019,PE(18:1(11Z)/14:0),C00350,,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCC
ECMDB09022,PE(18:1(11Z)/16:0),C00350,,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC
ECMDB09023,PE(18:1(11Z)/16:1(9Z)),C00350,,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC
ECMDB09025,PE(18:1(11Z)/18:1(11Z)),C00350,,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB10570,PG(16:0/16:0),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
ECMDB10571,PG(16:0/16:1(9Z)),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC
ECMDB10573,PG(16:0/18:1(11Z)),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB10585,PG(16:1(9Z)/16:0),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC
ECMDB10586,PG(16:1(9Z)/16:1(9Z)),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC
ECMDB10588,PG(16:1(9Z)/18:1(11Z)),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB10615,PG(18:1(11Z)/16:0),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC
ECMDB10616,PG(18:1(11Z)/16:1(9Z)),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC
ECMDB10618,PG(18:1(11Z)/18:1(11Z)),C00344,,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC
ECMDB10691,CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/18:1(9Z)),C05980,,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OCC(O)([H])COP(=O)(O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC
ECMDB10716,gamma-Glutamyl-Se-methylselenocysteine,C05695,440760,C[Se]CC(NC(=O)CCC(N)C(O)=O)C(O)=O
ECMDB11110,Hydrogen selenide,C01528,533,[SeH2]
ECMDB11112,"N1-(alpha-D-ribosyl)-5,6-dimethyl-benzimidazole",C05775,440780,CC1=CC2=C(C=C1C)N(C=N2)[C@H]1O[C@H](CO)C(O)C1O
ECMDB11118,Se-Adenosylselenomethionine,C05691,24892761,C[Se+](CCC(N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
ECMDB11120,trans-2-Enoyl-OPC4-CoA,C16336,,CC\C=C/C[C@@H]1C(=O)CCC1C\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@@](O)([H])C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](C(O)[C@H]1OP(=O)(O)O)N1C=NC2=C1N=CN=C2N
ECMDB11121,trans-2-Enoyl-OPC6-CoA,C16332,,CC\C=C/C[C@@H]1C(=O)CCC1CCC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@@](O)([H])C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](C(O)[C@H]1OP(=O)(O)O)N1C=NC2=C1N=CN=C2N
ECMDB11123,"trans,cis-Lauro-2,6-dienoyl-CoA",C05279,,CCCCCC\C([H])=C(\[H])C\C([H])=C(/[H])C(=O)SCCN=C(O)CCN=C(O)[C@@](O)([H])C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@](O)([H])C1([H])OP(O)(O)=O
ECMDB11145,PA(16:0e/18:0),,,[H][C@@](COCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC
ECMDB11155,"PA(P-16:0e/18:2(9Z,12Z))",C15647,,CCCCCCCCCCCCCC\C=C/OC[C@]([H])(COP(=O)(O)O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
ECMDB11156,"PA(20:4(5Z,8Z,11Z,14Z)e/2:0)",,,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCOC[C@]([H])(COP(=O)(O)O)OC(C)=O
ECMDB11616,"Adenosine 2',3'-cyclic phosphate",C02353,101812,[H]C1(CO)O[C@]([H])(N2C=NC3=C(N)N=CN=C23)C2([H])OP(O)(=O)OC12[H]
ECMDB11629,"Guanosine 2',3'-cyclic phosphate",C06194,92823,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2OP(O)(=O)O[C@@H]12
ECMDB11688,"Ribose 1,5-bisphosphate",C01151,3036640,O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
ECMDB11731,5-Keto-D-gluconate,C01062,157,OCC(=O)C(O)C(O)C(O)C(O)=O
ECMDB11734,D-Arabinose 5-phosphate,C01112,230,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C=O
ECMDB12140,"(R) 2,3-Dihydroxy-3-methylvalerate",C06007,448154,CC[C@@](C)(O)[C@@H](O)C(O)=O
ECMDB12149,2-Isopropyl-3-oxosuccinate,C04236,5462259,CC(C)[C@H](C(O)=O)C(=O)C(O)=O
ECMDB12161,4-(Glutamylamino) butanoate,C15767,23724570,N[C@@H](CCC(=O)NCCCC(O)=O)C(O)=O
