,Well,Batch,Timepoint,Strain,Parallel,Plate
0,A1,1,1,tsx,A,P1
1,A2,1,1,tsx,B,P1
2,A3,1,1,tsx,C,P1
3,A4,1,1,oppA,A,P1
4,A5,1,1,oppA,B,P1
5,A6,1,1,oppA,C,P1
6,A7,1,1,ompC,A,P1
7,A8,1,1,ompC,B,P1
8,A9,1,1,ompC,C,P1
9,A10,1,1,ompF,A,P1
10,A11,1,1,ompF,B,P1
11,A12,1,1,ompF,C,P1
12,B1,1,1,yddG,A,P1
13,B2,1,1,yddG,B,P1
14,B3,1,1,yddG,C,P1
15,B4,1,1,ybjE,A,P1
16,B5,1,1,ybjE,B,P1
17,B6,1,1,ybjE,C,P1
18,B7,1,1,satP,A,P1
19,B8,1,1,satP,B,P1
20,B9,1,1,satP,C,P1
21,B10,1,1,yedA,A,P1
22,B11,1,1,yedA,B,P1
23,B12,1,1,yedA,C,P1
24,C1,1,1,ygaZ,A,P1
25,C2,1,1,ygaZ,B,P1
26,C3,1,1,ygaZ,C,P1
27,C4,1,1,yeaS,A,P1
28,C5,1,1,yeaS,B,P1
29,C6,1,1,yeaS,C,P1
30,C7,1,1,punC,A,P1
31,C8,1,1,punC,B,P1
32,C9,1,1,punC,C,P1
33,C10,1,1,rhtA,A,P1
34,C11,1,1,rhtA,B,P1
35,C12,1,1,rhtA,C,P1
36,D1,1,1,mscS,A,P1
37,D2,1,1,mscS,B,P1
38,D3,1,1,mscS,C,P1
39,D4,1,1,sstT,A,P1
40,D5,1,1,sstT,B,P1
41,D6,1,1,sstT,C,P1
42,D7,1,1,WT,A,P1
43,D8,1,1,WT,B,P1
44,D9,1,1,WT,C,P1
45,D10,1,1,WT,D,P1
46,D11,1,1,WT,E,P1
47,D12,1,1,WT,F,P1
48,E1,1,2,tsx,A,P1
49,E2,1,2,tsx,B,P1
50,E3,1,2,tsx,C,P1
51,E4,1,2,oppA,A,P1
52,E5,1,2,oppA,B,P1
53,E6,1,2,oppA,C,P1
54,E7,1,2,ompC,A,P1
55,E8,1,2,ompC,B,P1
56,E9,1,2,ompC,C,P1
57,E10,1,2,ompF,A,P1
58,E11,1,2,ompF,B,P1
59,E12,1,2,ompF,C,P1
60,F1,1,2,yddG,A,P1
61,F2,1,2,yddG,B,P1
62,F3,1,2,yddG,C,P1
63,F4,1,2,ybjE,A,P1
64,F5,1,2,ybjE,B,P1
65,F6,1,2,ybjE,C,P1
66,F7,1,2,satP,A,P1
67,F8,1,2,satP,B,P1
68,F9,1,2,satP,C,P1
69,F10,1,2,yedA,A,P1
70,F11,1,2,yedA,B,P1
71,F12,1,2,yedA,C,P1
72,G1,1,2,ygaZ,A,P1
73,G2,1,2,ygaZ,B,P1
74,G3,1,2,ygaZ,C,P1
75,G4,1,2,yeaS,A,P1
76,G5,1,2,sstT,B,P1
77,G6,1,2,yeaS,C,P1
78,G7,1,2,punC,A,P1
79,G8,1,2,punC,B,P1
80,G9,1,2,punC,C,P1
81,G10,1,2,rhtA,A,P1
82,G11,1,2,rhtA,B,P1
83,G12,1,2,rhtA,C,P1
84,H1,1,2,mscS,A,P1
85,H2,1,2,mscS,B,P1
86,H3,1,2,mscS,C,P1
87,H4,1,2,sstT,A,P1
88,H5,1,2,yeaS,B,P1
89,H6,1,2,sstT,C,P1
90,H7,1,2,WT,A,P1
91,H8,1,2,WT,B,P1
92,H9,1,2,WT,C,P1
93,H10,1,2,WT,D,P1
94,H11,1,2,WT,E,P1
95,H12,1,2,WT,F,P1
96,A1,1,3,tsx,A,P2
97,A2,1,3,tsx,B,P2
98,A3,1,3,tsx,C,P2
99,A4,1,3,oppA,A,P2
100,A5,1,3,oppA,B,P2
101,A6,1,3,oppA,C,P2
102,A7,1,3,ompC,A,P2
103,A8,1,3,ompC,B,P2
104,A9,1,3,ompC,C,P2
105,A10,1,3,ompF,A,P2
106,A11,1,3,ompF,B,P2
107,A12,1,3,ompF,C,P2
108,B1,1,3,yddG,A,P2
109,B2,1,3,yddG,B,P2
110,B3,1,3,yddG,C,P2
111,B4,1,3,ybjE,A,P2
112,B5,1,3,ybjE,B,P2
113,B6,1,3,ybjE,C,P2
114,B7,1,3,satP,A,P2
115,B8,1,3,satP,B,P2
116,B9,1,3,satP,C,P2
117,B10,1,3,yedA,A,P2
118,B11,1,3,yedA,B,P2
119,B12,1,3,yedA,C,P2
120,C1,1,3,ygaZ,A,P2
121,C2,1,3,ygaZ,B,P2
122,C3,1,3,ygaZ,C,P2
123,C4,1,3,yeaS,A,P2
124,C5,1,3,yeaS,B,P2
125,C6,1,3,yeaS,C,P2
126,C7,1,3,punC,A,P2
127,C8,1,3,punC,B,P2
128,C9,1,3,punC,C,P2
129,C10,1,3,rhtA,A,P2
130,C11,1,3,rhtA,B,P2
131,C12,1,3,rhtA,C,P2
132,D1,1,3,mscS,A,P2
133,D2,1,3,mscS,B,P2
134,D3,1,3,mscS,C,P2
135,D4,1,3,sstT,A,P2
136,D5,1,3,sstT,B,P2
137,D6,1,3,sstT,C,P2
138,D7,1,3,WT,A,P2
139,D8,1,3,WT,B,P2
140,D9,1,3,WT,C,P2
141,D10,1,3,WT,D,P2
142,D11,1,3,WT,E,P2
143,D12,1,3,WT,F,P2
144,E1,1,4,tsx,A,P2
145,E2,1,4,tsx,B,P2
146,E3,1,4,tsx,C,P2
147,E4,1,4,oppA,A,P2
148,E5,1,4,oppA,B,P2
149,E6,1,4,oppA,C,P2
150,E7,1,4,ompC,A,P2
151,E8,1,4,ompC,B,P2
152,E9,1,4,ompC,C,P2
153,E10,1,4,ompF,A,P2
154,E11,1,4,ompF,B,P2
155,E12,1,4,ompF,C,P2
156,F1,1,4,yddG,A,P2
157,F2,1,4,yddG,B,P2
158,F3,1,4,yddG,C,P2
159,F4,1,4,ybjE,A,P2
160,F5,1,4,ybjE,B,P2
161,F6,1,4,ybjE,C,P2
162,F7,1,4,satP,A,P2
163,F8,1,4,satP,B,P2
164,F9,1,4,satP,C,P2
165,F10,1,4,yedA,A,P2
166,F11,1,4,yedA,B,P2
167,F12,1,4,yedA,C,P2
168,G1,1,4,ygaZ,A,P2
169,G2,1,4,ygaZ,B,P2
170,G3,1,4,ygaZ,C,P2
171,G4,1,4,yeaS,A,P2
172,G5,1,4,sstT,B,P2
173,G6,1,4,yeaS,C,P2
174,G7,1,4,punC,A,P2
175,G8,1,4,punC,B,P2
176,G9,1,4,punC,C,P2
177,G10,1,4,rhtA,A,P2
178,G11,1,4,rhtA,B,P2
179,G12,1,4,rhtA,C,P2
180,H1,1,4,mscS,A,P2
181,H2,1,4,mscS,B,P2
182,H3,1,4,mscS,C,P2
183,H4,1,4,sstT,A,P2
184,H5,1,4,yeaS,B,P2
185,H6,1,4,sstT,C,P2
186,H7,1,4,WT,A,P2
187,H8,1,4,WT,B,P2
188,H9,1,4,WT,C,P2
189,H10,1,4,WT,D,P2
190,H11,1,4,WT,E,P2
191,H12,1,4,WT,F,P2
192,A1,1,5,tsx,A,P3
193,A2,1,5,tsx,B,P3
194,A3,1,5,tsx,C,P3
195,A4,1,5,oppA,A,P3
196,A5,1,5,oppA,B,P3
197,A6,1,5,oppA,C,P3
198,A7,1,5,ompC,A,P3
199,A8,1,5,ompC,B,P3
200,A9,1,5,ompC,C,P3
201,A10,1,5,ompF,A,P3
202,A11,1,5,ompF,B,P3
203,A12,1,5,ompF,C,P3
204,B1,1,5,yddG,A,P3
205,B2,1,5,yddG,B,P3
206,B3,1,5,yddG,C,P3
207,B4,1,5,ybjE,A,P3
208,B5,1,5,ybjE,B,P3
209,B6,1,5,ybjE,C,P3
210,B7,1,5,satP,A,P3
211,B8,1,5,satP,B,P3
212,B9,1,5,satP,C,P3
213,B10,1,5,yedA,A,P3
214,B11,1,5,yedA,B,P3
215,B12,1,5,yedA,C,P3
216,C1,1,5,ygaZ,A,P3
217,C2,1,5,ygaZ,B,P3
218,C3,1,5,ygaZ,C,P3
219,C4,1,5,yeaS,A,P3
220,C5,1,5,yeaS,B,P3
221,C6,1,5,yeaS,C,P3
222,C7,1,5,punC,A,P3
223,C8,1,5,punC,B,P3
224,C9,1,5,punC,C,P3
225,C10,1,5,rhtA,A,P3
226,C11,1,5,rhtA,B,P3
227,C12,1,5,rhtA,C,P3
228,D1,1,5,mscS,A,P3
229,D2,1,5,mscS,B,P3
230,D3,1,5,mscS,C,P3
231,D4,1,5,sstT,A,P3
232,D5,1,5,sstT,B,P3
233,D6,1,5,sstT,C,P3
234,D7,1,5,WT,A,P3
235,D8,1,5,WT,B,P3
236,D9,1,5,WT,C,P3
237,D10,1,5,WT,D,P3
238,D11,1,5,WT,E,P3
239,D12,1,5,WT,F,P3
240,E1,1,6,tsx,A,P3
241,E2,1,6,tsx,B,P3
242,E3,1,6,tsx,C,P3
243,E4,1,6,oppA,A,P3
244,E5,1,6,oppA,B,P3
245,E6,1,6,oppA,C,P3
246,E7,1,6,ompC,A,P3
247,E8,1,6,ompC,B,P3
248,E9,1,6,ompC,C,P3
249,E10,1,6,ompF,A,P3
250,E11,1,6,ompF,B,P3
251,E12,1,6,ompF,C,P3
252,F1,1,6,yddG,A,P3
253,F2,1,6,yddG,B,P3
254,F3,1,6,yddG,C,P3
255,F4,1,6,ybjE,A,P3
256,F5,1,6,ybjE,B,P3
257,F6,1,6,ybjE,C,P3
258,F7,1,6,satP,A,P3
259,F8,1,6,satP,B,P3
260,F9,1,6,satP,C,P3
261,F10,1,6,yedA,A,P3
262,F11,1,6,yedA,B,P3
263,F12,1,6,yedA,C,P3
264,G1,1,6,ygaZ,A,P3
265,G2,1,6,ygaZ,B,P3
266,G3,1,6,ygaZ,C,P3
267,G4,1,6,yeaS,A,P3
268,G5,1,6,sstT,B,P3
269,G6,1,6,yeaS,C,P3
270,G7,1,6,punC,A,P3
271,G8,1,6,punC,B,P3
272,G9,1,6,punC,C,P3
273,G10,1,6,rhtA,A,P3
274,G11,1,6,rhtA,B,P3
275,G12,1,6,rhtA,C,P3
276,H1,1,6,mscS,A,P3
277,H2,1,6,mscS,B,P3
278,H3,1,6,mscS,C,P3
279,H4,1,6,sstT,A,P3
280,H5,1,6,yeaS,B,P3
281,H6,1,6,sstT,C,P3
282,H7,1,6,WT,A,P3
283,H8,1,6,WT,B,P3
284,H9,1,6,WT,C,P3
285,H10,1,6,WT,D,P3
286,H11,1,6,WT,E,P3
287,H12,1,6,WT,F,P3
288,A1,1,7,tsx,A,P4
289,A2,1,7,tsx,B,P4
290,A3,1,7,tsx,C,P4
291,A4,1,7,oppA,A,P4
292,A5,1,7,oppA,B,P4
293,A6,1,7,oppA,C,P4
294,A7,1,7,ompC,A,P4
295,A8,1,7,ompC,B,P4
296,A9,1,7,ompC,C,P4
297,A10,1,7,ompF,A,P4
298,A11,1,7,ompF,B,P4
299,A12,1,7,ompF,C,P4
300,B1,1,7,yddG,A,P4
301,B2,1,7,yddG,B,P4
302,B3,1,7,yddG,C,P4
303,B4,1,7,ybjE,A,P4
304,B5,1,7,ybjE,B,P4
305,B6,1,7,ybjE,C,P4
306,B7,1,7,satP,A,P4
307,B8,1,7,satP,B,P4
308,B9,1,7,satP,C,P4
309,B10,1,7,yedA,A,P4
310,B11,1,7,yedA,B,P4
311,B12,1,7,yedA,C,P4
312,C1,1,7,ygaZ,A,P4
313,C2,1,7,ygaZ,B,P4
314,C3,1,7,ygaZ,C,P4
315,C4,1,7,yeaS,A,P4
316,C5,1,7,yeaS,B,P4
317,C6,1,7,yeaS,C,P4
318,C7,1,7,punC,A,P4
319,C8,1,7,punC,B,P4
320,C9,1,7,punC,C,P4
321,C10,1,7,rhtA,A,P4
322,C11,1,7,rhtA,B,P4
323,C12,1,7,rhtA,C,P4
324,D1,1,7,mscS,A,P4
325,D2,1,7,mscS,B,P4
326,D3,1,7,mscS,C,P4
327,D4,1,7,sstT,A,P4
328,D5,1,7,sstT,B,P4
329,D6,1,7,sstT,C,P4
330,D7,1,7,WT,A,P4
331,D8,1,7,WT,B,P4
332,D9,1,7,WT,C,P4
333,D10,1,7,WT,D,P4
334,D11,1,7,WT,E,P4
335,D12,1,7,WT,F,P4
336,E1,1,8,tsx,A,P4
337,E2,1,8,tsx,B,P4
338,E3,1,8,tsx,C,P4
339,E4,1,8,oppA,A,P4
340,E5,1,8,oppA,B,P4
341,E6,1,8,oppA,C,P4
342,E7,1,8,ompC,A,P4
343,E8,1,8,ompC,B,P4
344,E9,1,8,ompC,C,P4
345,E10,1,8,ompF,A,P4
346,E11,1,8,ompF,B,P4
347,E12,1,8,ompF,C,P4
348,F1,1,8,yddG,A,P4
349,F2,1,8,yddG,B,P4
350,F3,1,8,yddG,C,P4
351,F4,1,8,ybjE,A,P4
352,F5,1,8,ybjE,B,P4
353,F6,1,8,ybjE,C,P4
354,F7,1,8,satP,A,P4
355,F8,1,8,satP,B,P4
356,F9,1,8,satP,C,P4
357,F10,1,8,yedA,A,P4
358,F11,1,8,yedA,B,P4
359,F12,1,8,yedA,C,P4
360,G1,1,8,ygaZ,A,P4
361,G2,1,8,ygaZ,B,P4
362,G3,1,8,ygaZ,C,P4
363,G4,1,8,yeaS,A,P4
364,G5,1,8,sstT,B,P4
365,G6,1,8,yeaS,C,P4
366,G7,1,8,punC,A,P4
367,G8,1,8,punC,B,P4
368,G9,1,8,punC,C,P4
369,G10,1,8,rhtA,A,P4
370,G11,1,8,rhtA,B,P4
371,G12,1,8,rhtA,C,P4
372,H1,1,8,mscS,A,P4
373,H2,1,8,mscS,B,P4
374,H3,1,8,mscS,C,P4
375,H4,1,8,sstT,A,P4
376,H5,1,8,yeaS,B,P4
377,H6,1,8,sstT,C,P4
378,H7,1,8,WT,A,P4
379,H8,1,8,WT,B,P4
380,H9,1,8,WT,C,P4
381,H10,1,8,WT,D,P4
382,H11,1,8,WT,E,P4
383,H12,1,8,WT,F,P4
384,A1,1,9,tsx,A,P5
385,A2,1,9,tsx,B,P5
386,A3,1,9,tsx,C,P5
387,A4,1,9,oppA,A,P5
388,A5,1,9,oppA,B,P5
389,A6,1,9,oppA,C,P5
390,A7,1,9,ompC,A,P5
391,A8,1,9,ompC,B,P5
392,A9,1,9,ompC,C,P5
393,A10,1,9,ompF,A,P5
394,A11,1,9,ompF,B,P5
395,A12,1,9,ompF,C,P5
396,B1,1,9,yddG,A,P5
397,B2,1,9,yddG,B,P5
398,B3,1,9,yddG,C,P5
399,B4,1,9,ybjE,A,P5
400,B5,1,9,ybjE,B,P5
401,B6,1,9,ybjE,C,P5
402,B7,1,9,satP,A,P5
403,B8,1,9,satP,B,P5
404,B9,1,9,satP,C,P5
405,B10,1,9,yedA,A,P5
406,B11,1,9,yedA,B,P5
407,B12,1,9,yedA,C,P5
408,C1,1,9,ygaZ,A,P5
409,C2,1,9,ygaZ,B,P5
410,C3,1,9,ygaZ,C,P5
411,C4,1,9,yeaS,A,P5
412,C5,1,9,yeaS,B,P5
413,C6,1,9,yeaS,C,P5
414,C7,1,9,punC,A,P5
415,C8,1,9,punC,B,P5
416,C9,1,9,punC,C,P5
417,C10,1,9,rhtA,A,P5
418,C11,1,9,rhtA,B,P5
419,C12,1,9,rhtA,C,P5
420,D1,1,9,mscS,A,P5
421,D2,1,9,mscS,B,P5
422,D3,1,9,mscS,C,P5
423,D4,1,9,sstT,A,P5
424,D5,1,9,sstT,B,P5
425,D6,1,9,sstT,C,P5
426,D7,1,9,WT,A,P5
427,D8,1,9,WT,B,P5
428,D9,1,9,WT,C,P5
429,D10,1,9,WT,D,P5
430,D11,1,9,WT,E,P5
431,D12,1,9,WT,F,P5
432,E1,1,10,tsx,A,P5
433,E2,1,10,tsx,B,P5
434,E3,1,10,tsx,C,P5
435,E4,1,10,oppA,A,P5
436,E5,1,10,oppA,B,P5
437,E6,1,10,oppA,C,P5
438,E7,1,10,ompC,A,P5
439,E8,1,10,ompC,B,P5
440,E9,1,10,ompC,C,P5
441,E10,1,10,ompF,A,P5
442,E11,1,10,ompF,B,P5
443,E12,1,10,ompF,C,P5
444,F1,1,10,yddG,A,P5
445,F2,1,10,yddG,B,P5
446,F3,1,10,yddG,C,P5
447,F4,1,10,ybjE,A,P5
448,F5,1,10,ybjE,B,P5
449,F6,1,10,ybjE,C,P5
450,F7,1,10,satP,A,P5
451,F8,1,10,satP,B,P5
452,F9,1,10,satP,C,P5
